,index,Unnamed: 0,Date,Team,Current,Last 3,Last 1,Home,Away,Previous,Unnamed: 9,id_t
7430,7430,4490,2021-08-26,Colorado,0.457,0.333,1.000,0.662,0.242,0.433,,7430
7431,7431,4491,2021-08-26,Kansas City,0.444,0.333,0.000,0.508,0.381,0.433,,7431
7432,7432,4492,2021-08-26,Minnesota,0.437,0.333,1.000,0.476,0.397,0.581,,7432
7433,7433,4493,2021-08-26,Chi Cubs,0.434,0.667,0.000,0.508,0.359,0.548,,7433
7434,7434,4494,2021-08-26,Washington,0.432,0.333,0.000,0.484,0.377,0.433,,7434
7435,7435,4495,2021-08-26,Miami,0.409,0.333,1.000,0.500,0.323,0.508,,7435
7436,7436,4496,2021-08-26,Pittsburgh,0.362,0.667,0.000,0.419,0.308,0.317,,7436
7437,7437,4497,2021-08-26,Texas,0.349,0.333,0.000,0.452,0.250,0.367,,7437
7438,7438,4498,2021-08-26,Arizona,0.336,0.333,1.000,0.429,0.246,0.417,,7438
7439,7439,4499,2021-08-26,Baltimore,0.312,0.333,1.000,0.305,0.318,0.417,,7439
7440,7440,4500,2021-08-27,SF Giants,0.654,1.000,1.000,0.689,0.621,0.483,,7440
7441,7441,4501,2021-08-27,LA Dodgers,0.633,1.000,1.000,0.667,0.600,0.718,,7441
7442,7442,4502,2021-08-27,Tampa Bay,0.622,1.000,1.000,0.641,0.603,0.638,,7442
7443,7443,4503,2021-08-27,Milwaukee,0.609,0.667,0.000,0.554,0.667,0.468,,7443
7444,7444,4504,2021-08-27,NY Yankees,0.591,1.000,1.000,0.609,0.571,0.552,,7444
7445,7445,4505,2021-08-27,Houston,0.591,0.667,1.000,0.621,0.557,0.507,,7445
7446,7446,4506,2021-08-27,Chi Sox,0.574,0.667,1.000,0.641,0.508,0.571,,7446
7447,7447,4507,2021-08-27,Boston,0.566,0.667,1.000,0.612,0.516,0.4,,7447
7448,7448,4508,2021-08-27,Oakland,0.547,0.000,0.000,0.539,0.556,0.582,,7448
7449,7449,4509,2021-08-27,Cincinnati,0.543,0.333,1.000,0.554,0.531,0.5,,7449
7450,7450,4510,2021-08-27,Atlanta,0.540,0.333,0.000,0.500,0.578,0.597,,7450
7451,7451,4511,2021-08-27,Seattle,0.539,0.667,0.000,0.587,0.492,0.45,,7451
7452,7452,4512,2021-08-27,San Diego,0.527,0.000,0.000,0.586,0.458,0.591,,7452
7453,7453,4513,2021-08-27,Toronto,0.524,0.333,0.000,0.540,0.508,0.516,,7453
7454,7454,4514,2021-08-27,St. Louis,0.508,0.333,0.000,0.539,0.475,0.508,,7454
7455,7455,4515,2021-08-27,Cleveland,0.504,0.667,1.000,0.548,0.460,0.565,,7455
7456,7456,4516,2021-08-27,Philadelphia,0.496,0.000,0.000,0.563,0.429,0.467,,7456
7457,7457,4517,2021-08-27,LA Angels,0.488,0.333,0.000,0.516,0.463,0.433,,7457
7458,7458,4518,2021-08-27,NY Mets,0.480,0.000,0.000,0.581,0.385,0.433,,7458
7459,7459,4519,2021-08-27,Detroit,0.477,0.667,0.000,0.524,0.431,0.397,,7459
7460,7460,4520,2021-08-27,Colorado,0.457,0.333,1.000,0.662,0.242,0.433,,7460
7461,7461,4521,2021-08-27,Kansas City,0.449,0.333,1.000,0.508,0.391,0.433,,7461
7462,7462,4522,2021-08-27,Chi Cubs,0.434,0.667,0.000,0.508,0.359,0.548,,7462
7463,7463,4523,2021-08-27,Minnesota,0.433,0.333,0.000,0.476,0.391,0.581,,7463
7464,7464,4524,2021-08-27,Washington,0.429,0.333,0.000,0.484,0.371,0.433,,7464
7465,7465,4525,2021-08-27,Miami,0.414,0.667,1.000,0.508,0.323,0.508,,7465
7466,7466,4526,2021-08-27,Pittsburgh,0.367,0.667,1.000,0.429,0.308,0.317,,7466
7467,7467,4527,2021-08-27,Texas,0.347,0.333,0.000,0.452,0.246,0.367,,7467
7468,7468,4528,2021-08-27,Arizona,0.341,0.667,1.000,0.429,0.258,0.417,,7468
7469,7469,4529,2021-08-27,Baltimore,0.318,0.667,1.000,0.317,0.318,0.417,,7469
7470,7470,4530,2021-08-28,SF Giants,0.648,0.667,0.000,0.689,0.612,0.483,,7470
7471,7471,4531,2021-08-28,LA Dodgers,0.628,0.667,0.000,0.656,0.600,0.718,,7471
7472,7472,4532,2021-08-28,Tampa Bay,0.625,1.000,1.000,0.641,0.609,0.638,,7472
7473,7473,4533,2021-08-28,Milwaukee,0.605,0.333,0.000,0.554,0.656,0.468,,7473
7474,7474,4534,2021-08-28,NY Yankees,0.594,1.000,1.000,0.609,0.578,0.552,,7474
7475,7475,4535,2021-08-28,Houston,0.594,1.000,1.000,0.621,0.565,0.507,,7475
7476,7476,4536,2021-08-28,Chi Sox,0.577,0.667,1.000,0.646,0.508,0.571,,7476
7477,7477,4537,2021-08-28,Boston,0.569,0.667,1.000,0.612,0.524,0.4,,7477
7478,7478,4538,2021-08-28,Cincinnati,0.546,0.667,1.000,0.554,0.539,0.5,,7478
7479,7479,4539,2021-08-28,Atlanta,0.543,0.333,1.000,0.508,0.578,0.597,,7479
7480,7480,4540,2021-08-28,Oakland,0.543,0.000,0.000,0.530,0.556,0.582,,7480
7481,7481,4541,2021-08-28,Seattle,0.535,0.333,0.000,0.578,0.492,0.45,,7481
7482,7482,4542,2021-08-28,San Diego,0.531,0.333,1.000,0.586,0.467,0.591,,7482
7483,7483,4543,2021-08-28,Toronto,0.520,0.333,0.000,0.540,0.500,0.516,,7483
7484,7484,4544,2021-08-28,St. Louis,0.512,0.667,1.000,0.539,0.484,0.508,,7484
7485,7485,4545,2021-08-28,Philadelphia,0.500,0.333,1.000,0.569,0.429,0.467,,7485
7486,7486,4546,2021-08-28,Cleveland,0.500,0.667,0.000,0.540,0.460,0.565,,7486
7487,7487,4547,2021-08-28,LA Angels,0.485,0.000,0.000,0.508,0.463,0.433,,7487
7488,7488,4548,2021-08-28,Detroit,0.481,0.667,1.000,0.531,0.431,0.397,,7488
7489,7489,4549,2021-08-28,NY Mets,0.477,0.000,0.000,0.571,0.385,0.433,,7489
7490,7490,4550,2021-08-28,Colorado,0.461,0.667,1.000,0.662,0.254,0.433,,7490
7491,7491,4551,2021-08-28,Kansas City,0.453,0.667,1.000,0.508,0.400,0.433,,7491
7492,7492,4552,2021-08-28,Minnesota,0.438,0.667,1.000,0.484,0.391,0.581,,7492
7493,7493,4553,2021-08-28,Washington,0.433,0.333,1.000,0.484,0.381,0.433,,7493
7494,7494,4554,2021-08-28,Chi Cubs,0.431,0.333,0.000,0.508,0.354,0.548,,7494
7495,7495,4555,2021-08-28,Miami,0.411,0.667,0.000,0.500,0.323,0.508,,7495
7496,7496,4556,2021-08-28,Pittsburgh,0.364,0.333,0.000,0.422,0.308,0.317,,7496
7497,7497,4557,2021-08-28,Texas,0.344,0.000,0.000,0.444,0.246,0.367,,7497
7498,7498,4558,2021-08-28,Arizona,0.339,0.667,0.000,0.429,0.254,0.417,,7498
7499,7499,4559,2021-08-28,Baltimore,0.315,0.667,0.000,0.312,0.318,0.417,,7499
7500,7500,4560,2021-08-29,SF Giants,0.651,0.667,1.000,0.689,0.618,0.483,,7500
7501,7501,4561,2021-08-29,LA Dodgers,0.631,0.667,1.000,0.662,0.600,0.718,,7501
7502,7502,4562,2021-08-29,Tampa Bay,0.628,1.000,1.000,0.641,0.615,0.638,,7502
7503,7503,4563,2021-08-29,Milwaukee,0.600,0.000,0.000,0.554,0.646,0.468,,7503
7504,7504,4564,2021-08-29,Houston,0.597,1.000,1.000,0.621,0.571,0.507,,7504
7505,7505,4565,2021-08-29,NY Yankees,0.589,0.667,0.000,0.609,0.569,0.552,,7505
7506,7506,4566,2021-08-29,Boston,0.573,1.000,1.000,0.612,0.531,0.4,,7506
7507,7507,4567,2021-08-29,Chi Sox,0.573,0.667,0.000,0.636,0.508,0.571,,7507
7508,7508,4568,2021-08-29,Oakland,0.546,0.333,1.000,0.537,0.556,0.582,,7508
7509,7509,4569,2021-08-29,Cincinnati,0.542,0.667,0.000,0.554,0.530,0.5,,7509
7510,7510,4570,2021-08-29,Atlanta,0.539,0.333,0.000,0.500,0.578,0.597,,7510
7511,7511,4571,2021-08-29,Seattle,0.531,0.000,0.000,0.569,0.492,0.45,,7511
7512,7512,4572,2021-08-29,San Diego,0.527,0.333,0.000,0.586,0.459,0.591,,7512
7513,7513,4573,2021-08-29,Toronto,0.523,0.333,1.000,0.540,0.508,0.516,,7513
7514,7514,4574,2021-08-29,St. Louis,0.516,0.667,1.000,0.539,0.492,0.508,,7514
7515,7515,4575,2021-08-29,Philadelphia,0.504,0.667,1.000,0.576,0.429,0.467,,7515
7516,7516,4576,2021-08-29,Cleveland,0.496,0.333,0.000,0.531,0.460,0.565,,7516
7517,7517,4577,2021-08-29,LA Angels,0.489,0.333,1.000,0.516,0.463,0.433,,7517
7518,7518,4578,2021-08-29,NY Mets,0.481,0.333,1.000,0.578,0.385,0.433,,7518
7519,7519,4579,2021-08-29,Detroit,0.477,0.333,0.000,0.523,0.431,0.397,,7519
7520,7520,4580,2021-08-29,Colorado,0.457,0.667,0.000,0.662,0.250,0.433,,7520
7521,7521,4581,2021-08-29,Kansas City,0.457,1.000,1.000,0.508,0.409,0.433,,7521
7522,7522,4582,2021-08-29,Minnesota,0.442,0.667,1.000,0.492,0.391,0.581,,7522
7523,7523,4583,2021-08-29,Chi Cubs,0.435,0.333,1.000,0.508,0.364,0.548,,7523
7524,7524,4584,2021-08-29,Washington,0.430,0.333,0.000,0.484,0.375,0.433,,7524
7525,7525,4585,2021-08-29,Miami,0.415,0.667,1.000,0.508,0.323,0.508,,7525
7526,7526,4586,2021-08-29,Pittsburgh,0.362,0.333,0.000,0.415,0.308,0.317,,7526
7527,7527,4587,2021-08-29,Texas,0.341,0.000,0.000,0.438,0.246,0.367,,7527
7528,7528,4588,2021-08-29,Arizona,0.336,0.333,0.000,0.429,0.250,0.417,,7528
7529,7529,4589,2021-08-29,Baltimore,0.313,0.333,0.000,0.307,0.318,0.417,,7529
7530,7530,4590,2021-08-30,SF Giants,0.646,0.333,0.000,0.689,0.609,0.483,,7530
7531,7531,4591,2021-08-30,Tampa Bay,0.631,1.000,1.000,0.641,0.621,0.638,,7531
7532,7532,4592,2021-08-30,LA Dodgers,0.626,0.333,0.000,0.652,0.600,0.718,,7532
7533,7533,4593,2021-08-30,Milwaukee,0.603,0.333,1.000,0.554,0.652,0.468,,7533
7534,7534,4594,2021-08-30,Houston,0.592,0.667,0.000,0.621,0.563,0.507,,7534
7535,7535,4595,2021-08-30,NY Yankees,0.585,0.333,0.000,0.609,0.561,0.552,,7535
7536,7536,4596,2021-08-30,Chi Sox,0.576,0.667,1.000,0.642,0.508,0.571,,7536
7537,7537,4597,2021-08-30,Boston,0.568,0.667,0.000,0.612,0.523,0.4,,7537
7538,7538,4598,2021-08-30,Oakland,0.550,0.667,1.000,0.544,0.556,0.582,,7538
7539,7539,4599,2021-08-30,Atlanta,0.543,0.667,1.000,0.508,0.578,0.597,,7539
7540,7540,4600,2021-08-30,Cincinnati,0.538,0.333,0.000,0.554,0.522,0.5,,7540
7541,7541,4601,2021-08-30,Seattle,0.534,0.333,1.000,0.576,0.492,0.45,,7541
7542,7542,4602,2021-08-30,Toronto,0.527,0.667,1.000,0.540,0.515,0.516,,7542
7543,7543,4603,2021-08-30,San Diego,0.527,0.333,0.000,0.586,0.459,0.591,,7543
7544,7544,4604,2021-08-30,St. Louis,0.512,0.667,0.000,0.539,0.484,0.508,,7544
7545,7545,4605,2021-08-30,Philadelphia,0.508,1.000,1.000,0.582,0.429,0.467,,7545
7546,7546,4606,2021-08-30,Cleveland,0.500,0.333,1.000,0.539,0.460,0.565,,7546
7547,7547,4607,2021-08-30,LA Angels,0.489,0.333,1.000,0.516,0.463,0.433,,7547
7548,7548,4608,2021-08-30,NY Mets,0.485,0.667,1.000,0.585,0.385,0.433,,7548
7549,7549,4609,2021-08-30,Detroit,0.473,0.333,0.000,0.515,0.431,0.397,,7549
7550,7550,4610,2021-08-30,Colorado,0.462,0.667,1.000,0.662,0.262,0.433,,7550
7551,7551,4611,2021-08-30,Kansas City,0.454,0.667,0.000,0.508,0.403,0.433,,7551
7552,7552,4612,2021-08-30,Minnesota,0.439,0.667,0.000,0.485,0.391,0.581,,7552
7553,7553,4613,2021-08-30,Chi Cubs,0.432,0.333,0.000,0.508,0.358,0.548,,7553
7554,7554,4614,2021-08-30,Washington,0.426,0.333,0.000,0.484,0.369,0.433,,7554
7555,7555,4615,2021-08-30,Miami,0.420,0.667,1.000,0.515,0.323,0.508,,7555
7556,7556,4616,2021-08-30,Pittsburgh,0.366,0.333,1.000,0.424,0.308,0.317,,7556
7557,7557,4617,2021-08-30,Texas,0.346,0.333,1.000,0.446,0.246,0.367,,7557
7558,7558,4618,2021-08-30,Arizona,0.333,0.000,0.000,0.429,0.246,0.417,,7558
7559,7559,4619,2021-08-30,Baltimore,0.310,0.000,0.000,0.302,0.318,0.417,,7559
7560,7560,4620,2021-08-31,SF Giants,0.641,0.333,0.000,0.677,0.609,0.483,,7560
7561,7561,4621,2021-08-31,Tampa Bay,0.634,1.000,1.000,0.646,0.621,0.638,,7561
7562,7562,4622,2021-08-31,LA Dodgers,0.629,0.667,1.000,0.657,0.600,0.718,,7562
7563,7563,4623,2021-08-31,Milwaukee,0.606,0.667,1.000,0.554,0.657,0.468,,7563
7564,7564,4624,2021-08-31,Houston,0.595,0.667,1.000,0.621,0.569,0.507,,7564
7565,7565,4625,2021-08-31,NY Yankees,0.580,0.000,0.000,0.609,0.552,0.552,,7565
7566,7566,4626,2021-08-31,Chi Sox,0.576,0.667,1.000,0.642,0.508,0.571,,7566
7567,7567,4627,2021-08-31,Boston,0.564,0.333,0.000,0.612,0.515,0.4,,7567
7568,7568,4628,2021-08-31,Oakland,0.550,0.667,1.000,0.544,0.556,0.582,,7568
7569,7569,4629,2021-08-31,Atlanta,0.539,0.333,0.000,0.508,0.569,0.597,,7569
7570,7570,4630,2021-08-31,Cincinnati,0.534,0.000,0.000,0.546,0.522,0.5,,7570
7571,7571,4631,2021-08-31,Toronto,0.531,1.000,1.000,0.547,0.515,0.516,,7571
7572,7572,4632,2021-08-31,Seattle,0.530,0.333,0.000,0.567,0.492,0.45,,7572
7573,7573,4633,2021-08-31,San Diego,0.530,0.667,1.000,0.586,0.468,0.591,,7573
7574,7574,4634,2021-08-31,St. Louis,0.515,0.667,1.000,0.539,0.492,0.508,,7574
7575,7575,4635,2021-08-31,Philadelphia,0.512,1.000,1.000,0.582,0.438,0.467,,7575
7576,7576,4636,2021-08-31,Cleveland,0.500,0.333,1.000,0.539,0.460,0.565,,7576
7577,7577,4637,2021-08-31,LA Angels,0.492,0.667,1.000,0.523,0.463,0.433,,7577
7578,7578,4638,2021-08-31,NY Mets,0.485,0.667,1.000,0.585,0.385,0.433,,7578
7579,7579,4639,2021-08-31,Detroit,0.470,0.000,0.000,0.508,0.431,0.397,,7579
7580,7580,4640,2021-08-31,Colorado,0.458,0.333,0.000,0.662,0.258,0.433,,7580
7581,7581,4641,2021-08-31,Kansas City,0.454,0.667,0.000,0.508,0.403,0.433,,7581
7582,7582,4642,2021-08-31,Minnesota,0.443,0.667,1.000,0.485,0.400,0.581,,7582
7583,7583,4643,2021-08-31,Chi Cubs,0.432,0.333,0.000,0.508,0.358,0.548,,7583
7584,7584,4644,2021-08-31,Washington,0.423,0.000,0.000,0.477,0.369,0.433,,7584
7585,7585,4645,2021-08-31,Miami,0.420,0.667,1.000,0.515,0.323,0.508,,7585
7586,7586,4646,2021-08-31,Pittsburgh,0.366,0.333,1.000,0.424,0.308,0.317,,7586
7587,7587,4647,2021-08-31,Texas,0.351,0.667,1.000,0.455,0.246,0.367,,7587
7588,7588,4648,2021-08-31,Arizona,0.331,0.000,0.000,0.422,0.246,0.417,,7588
7589,7589,4649,2021-08-31,Baltimore,0.308,0.000,0.000,0.302,0.313,0.417,,7589
7590,7590,4650,2021-09-01,Tampa Bay,0.636,1.000,1.000,0.652,0.621,0.638,,7590
7591,7591,4651,2021-09-01,SF Giants,0.636,0.000,0.000,0.667,0.609,0.483,,7591
7592,7592,4652,2021-09-01,LA Dodgers,0.632,0.667,1.000,0.662,0.600,0.718,,7592
7593,7593,4653,2021-09-01,Milwaukee,0.609,1.000,1.000,0.554,0.662,0.468,,7593
7594,7594,4654,2021-09-01,Houston,0.591,0.333,0.000,0.621,0.561,0.507,,7594
7595,7595,4655,2021-09-01,Chi Sox,0.579,0.667,1.000,0.647,0.508,0.571,,7595
7596,7596,4656,2021-09-01,NY Yankees,0.576,0.000,0.000,0.609,0.544,0.552,,7596
7597,7597,4657,2021-09-01,Boston,0.560,0.000,0.000,0.612,0.508,0.4,,7597
7598,7598,4658,2021-09-01,Oakland,0.553,1.000,1.000,0.544,0.563,0.582,,7598
7599,7599,4659,2021-09-01,Atlanta,0.534,0.333,0.000,0.508,0.561,0.597,,7599
7600,7600,4660,2021-09-01,Seattle,0.534,0.667,1.000,0.574,0.492,0.45,,7600
7601,7601,4661,2021-09-01,San Diego,0.534,0.667,1.000,0.586,0.476,0.591,,7601
7602,7602,4662,2021-09-01,Cincinnati,0.534,0.000,0.000,0.546,0.522,0.5,,7602
7603,7603,4663,2021-09-01,Toronto,0.527,0.667,0.000,0.539,0.515,0.516,,7603
7604,7604,4664,2021-09-01,St. Louis,0.515,0.667,1.000,0.539,0.492,0.508,,7604
7605,7605,4665,2021-09-01,Philadelphia,0.515,1.000,1.000,0.582,0.446,0.467,,7605
7606,7606,4666,2021-09-01,Cleveland,0.504,0.667,1.000,0.539,0.469,0.565,,7606
7607,7607,4667,2021-09-01,LA Angels,0.496,1.000,1.000,0.530,0.463,0.433,,7607
7608,7608,4668,2021-09-01,NY Mets,0.492,1.000,1.000,0.597,0.385,0.433,,7608
7609,7609,4669,2021-09-01,Detroit,0.466,0.000,0.000,0.500,0.431,0.397,,7609
7610,7610,4670,2021-09-01,Colorado,0.455,0.333,0.000,0.662,0.254,0.433,,7610
7611,7611,4671,2021-09-01,Kansas City,0.450,0.333,0.000,0.500,0.403,0.433,,7611
7612,7612,4672,2021-09-01,Minnesota,0.439,0.333,0.000,0.478,0.400,0.581,,7612
7613,7613,4673,2021-09-01,Chi Cubs,0.436,0.667,1.000,0.508,0.368,0.548,,7613
7614,7614,4674,2021-09-01,Washington,0.420,0.000,0.000,0.470,0.369,0.433,,7614
7615,7615,4675,2021-09-01,Miami,0.414,0.667,0.000,0.515,0.313,0.508,,7615
7616,7616,4676,2021-09-01,Pittsburgh,0.364,0.333,0.000,0.424,0.303,0.317,,7616
7617,7617,4677,2021-09-01,Texas,0.356,1.000,1.000,0.463,0.246,0.367,,7617
7618,7618,4678,2021-09-01,Arizona,0.328,0.000,0.000,0.415,0.246,0.417,,7618
7619,7619,4679,2021-09-01,Baltimore,0.313,0.333,1.000,0.302,0.324,0.417,,7619
7620,7620,4680,2021-09-02,LA Dodgers,0.634,1.000,1.000,0.667,0.600,0.718,,7620
7621,7621,4681,2021-09-02,Tampa Bay,0.632,0.667,0.000,0.642,0.621,0.638,,7621
7622,7622,4682,2021-09-02,SF Giants,0.632,0.000,0.000,0.656,0.609,0.483,,7622
7623,7623,4683,2021-09-02,Milwaukee,0.612,1.000,1.000,0.554,0.667,0.468,,7623
7624,7624,4684,2021-09-02,Houston,0.587,0.333,0.000,0.621,0.552,0.507,,7624
7625,7625,4685,2021-09-02,Chi Sox,0.582,1.000,1.000,0.652,0.508,0.571,,7625
7626,7626,4686,2021-09-02,NY Yankees,0.579,0.333,1.000,0.609,0.551,0.552,,7626
7627,7627,4687,2021-09-02,Boston,0.563,0.333,1.000,0.612,0.515,0.4,,7627
7628,7628,4688,2021-09-02,Oakland,0.549,0.667,0.000,0.544,0.554,0.582,,7628
7629,7629,4689,2021-09-02,Seattle,0.537,0.667,1.000,0.580,0.492,0.45,,7629
7630,7630,4690,2021-09-02,Cincinnati,0.533,0.333,1.000,0.544,0.522,0.5,,7630
7631,7631,4691,2021-09-02,Atlanta,0.530,0.000,0.000,0.508,0.552,0.597,,7631
7632,7632,4692,2021-09-02,Toronto,0.530,0.667,1.000,0.546,0.515,0.516,,7632
7633,7633,4693,2021-09-02,San Diego,0.530,0.667,0.000,0.586,0.469,0.591,,7633
7634,7634,4694,2021-09-02,St. Louis,0.515,0.667,0.000,0.539,0.493,0.508,,7634
7635,7635,4695,2021-09-02,Philadelphia,0.515,1.000,1.000,0.582,0.446,0.467,,7635
7636,7636,4696,2021-09-02,Cleveland,0.508,1.000,1.000,0.539,0.477,0.565,,7636
7637,7637,4697,2021-09-02,LA Angels,0.493,0.667,0.000,0.522,0.463,0.433,,7637
7638,7638,4698,2021-09-02,NY Mets,0.492,1.000,1.000,0.597,0.385,0.433,,7638
7639,7639,4699,2021-09-02,Detroit,0.470,0.333,1.000,0.507,0.431,0.397,,7639
7640,7640,4700,2021-09-02,Colorado,0.459,0.333,1.000,0.662,0.265,0.433,,7640
7641,7641,4701,2021-09-02,Kansas City,0.447,0.000,0.000,0.492,0.403,0.433,,7641
7642,7642,4702,2021-09-02,Chi Cubs,0.440,0.667,1.000,0.508,0.377,0.548,,7642
7643,7643,4703,2021-09-02,Minnesota,0.436,0.333,0.000,0.471,0.400,0.581,,7643
7644,7644,4704,2021-09-02,Washington,0.420,0.000,0.000,0.470,0.369,0.433,,7644
7645,7645,4705,2021-09-02,Miami,0.414,0.667,0.000,0.515,0.313,0.508,,7645
7646,7646,4706,2021-09-02,Pittsburgh,0.361,0.333,0.000,0.424,0.299,0.317,,7646
7647,7647,4707,2021-09-02,Texas,0.353,0.667,0.000,0.456,0.246,0.367,,7647
7648,7648,4708,2021-09-02,Arizona,0.333,0.333,1.000,0.424,0.246,0.417,,7648
7649,7649,4709,2021-09-02,Baltimore,0.311,0.333,0.000,0.302,0.319,0.417,,7649
7650,7650,4710,2021-09-03,SF Giants,0.634,0.333,1.000,0.662,0.609,0.483,,7650
7651,7651,4711,2021-09-03,LA Dodgers,0.634,1.000,1.000,0.667,0.600,0.718,,7651
7652,7652,4712,2021-09-03,Tampa Bay,0.627,0.333,0.000,0.632,0.621,0.638,,7652
7653,7653,4713,2021-09-03,Milwaukee,0.607,0.667,0.000,0.554,0.657,0.468,,7653
7654,7654,4714,2021-09-03,Houston,0.587,0.333,0.000,0.621,0.552,0.507,,7654
7655,7655,4715,2021-09-03,Chi Sox,0.582,1.000,1.000,0.652,0.508,0.571,,7655
7656,7656,4716,2021-09-03,NY Yankees,0.579,0.333,1.000,0.609,0.551,0.552,,7656
7657,7657,4717,2021-09-03,Boston,0.566,0.667,1.000,0.612,0.522,0.4,,7657
7658,7658,4718,2021-09-03,Oakland,0.552,0.667,1.000,0.544,0.561,0.582,,7658
7659,7659,4719,2021-09-03,Seattle,0.537,0.667,1.000,0.580,0.492,0.45,,7659
7660,7660,4720,2021-09-03,Atlanta,0.534,0.333,1.000,0.508,0.559,0.597,,7660
7661,7661,4721,2021-09-03,Cincinnati,0.533,0.333,1.000,0.544,0.522,0.5,,7661
7662,7662,4722,2021-09-03,Toronto,0.530,0.667,1.000,0.546,0.515,0.516,,7662
7663,7663,4723,2021-09-03,San Diego,0.530,0.667,0.000,0.586,0.469,0.591,,7663
7664,7664,4724,2021-09-03,Philadelphia,0.519,1.000,1.000,0.582,0.455,0.467,,7664
7665,7665,4725,2021-09-03,St. Louis,0.515,0.667,0.000,0.539,0.493,0.508,,7665
7666,7666,4726,2021-09-03,Cleveland,0.512,1.000,1.000,0.539,0.485,0.565,,7666
7667,7667,4727,2021-09-03,NY Mets,0.496,1.000,1.000,0.603,0.385,0.433,,7667
7668,7668,4728,2021-09-03,LA Angels,0.493,0.667,0.000,0.522,0.463,0.433,,7668
7669,7669,4729,2021-09-03,Detroit,0.467,0.333,0.000,0.500,0.431,0.397,,7669
7670,7670,4730,2021-09-03,Colorado,0.455,0.333,0.000,0.652,0.265,0.433,,7670
7671,7671,4731,2021-09-03,Chi Cubs,0.444,1.000,1.000,0.515,0.377,0.548,,7671
7672,7672,4732,2021-09-03,Kansas City,0.444,0.000,0.000,0.485,0.403,0.433,,7672
7673,7673,4733,2021-09-03,Minnesota,0.436,0.333,0.000,0.471,0.400,0.581,,7673
7674,7674,4734,2021-09-03,Washington,0.417,0.000,0.000,0.463,0.369,0.433,,7674
7675,7675,4735,2021-09-03,Miami,0.410,0.333,0.000,0.515,0.309,0.508,,7675
7676,7676,4736,2021-09-03,Pittsburgh,0.358,0.000,0.000,0.424,0.294,0.317,,7676
7677,7677,4737,2021-09-03,Texas,0.353,0.667,0.000,0.456,0.246,0.367,,7677
7678,7678,4738,2021-09-03,Arizona,0.333,0.333,1.000,0.424,0.246,0.417,,7678
7679,7679,4739,2021-09-03,Baltimore,0.311,0.333,0.000,0.302,0.319,0.417,,7679
7680,7680,4740,2021-09-04,SF Giants,0.637,0.667,1.000,0.667,0.609,0.483,,7680
7681,7681,4741,2021-09-04,LA Dodgers,0.630,0.667,0.000,0.667,0.591,0.718,,7681
7682,7682,4742,2021-09-04,Tampa Bay,0.630,0.333,1.000,0.638,0.621,0.638,,7682
7683,7683,4743,2021-09-04,Milwaukee,0.603,0.333,0.000,0.546,0.657,0.468,,7683
7684,7684,4744,2021-09-04,Houston,0.590,0.333,1.000,0.621,0.559,0.507,,7684
7685,7685,4745,2021-09-04,NY Yankees,0.582,0.667,1.000,0.615,0.551,0.552,,7685
7686,7686,4746,2021-09-04,Chi Sox,0.578,0.667,0.000,0.652,0.500,0.571,,7686
7687,7687,4747,2021-09-04,Boston,0.569,1.000,1.000,0.618,0.522,0.4,,7687
7688,7688,4748,2021-09-04,Oakland,0.548,0.333,0.000,0.544,0.552,0.582,,7688
7689,7689,4749,2021-09-04,Seattle,0.541,1.000,1.000,0.580,0.500,0.45,,7689
7690,7690,4750,2021-09-04,Toronto,0.534,0.667,1.000,0.552,0.515,0.516,,7690
7691,7691,4751,2021-09-04,Atlanta,0.530,0.333,0.000,0.508,0.551,0.597,,7691
7692,7692,4752,2021-09-04,Cincinnati,0.529,0.333,0.000,0.536,0.522,0.5,,7692
7693,7693,4753,2021-09-04,San Diego,0.526,0.333,0.000,0.578,0.469,0.591,,7693
7694,7694,4754,2021-09-04,St. Louis,0.519,0.667,1.000,0.539,0.500,0.508,,7694
7695,7695,4755,2021-09-04,Philadelphia,0.515,0.667,0.000,0.582,0.448,0.467,,7695
7696,7696,4756,2021-09-04,Cleveland,0.508,0.667,0.000,0.539,0.478,0.565,,7696
7697,7697,4757,2021-09-04,NY Mets,0.500,1.000,1.000,0.603,0.394,0.433,,7697
7698,7698,4758,2021-09-04,LA Angels,0.496,0.667,1.000,0.529,0.463,0.433,,7698
7699,7699,4759,2021-09-04,Detroit,0.471,0.667,1.000,0.500,0.439,0.397,,7699
7700,7700,4760,2021-09-04,Colorado,0.459,0.667,1.000,0.657,0.265,0.433,,7700
7701,7701,4761,2021-09-04,Chi Cubs,0.449,1.000,1.000,0.522,0.377,0.548,,7701
7702,7702,4762,2021-09-04,Kansas City,0.448,0.333,1.000,0.493,0.403,0.433,,7702
7703,7703,4763,2021-09-04,Minnesota,0.433,0.000,0.000,0.471,0.394,0.581,,7703
7704,7704,4764,2021-09-04,Miami,0.415,0.333,1.000,0.522,0.309,0.508,,7704
7705,7705,4765,2021-09-04,Washington,0.414,0.000,0.000,0.456,0.369,0.433,,7705
7706,7706,4766,2021-09-04,Pittsburgh,0.356,0.000,0.000,0.424,0.290,0.317,,7706
7707,7707,4767,2021-09-04,Texas,0.351,0.333,0.000,0.456,0.242,0.367,,7707
7708,7708,4768,2021-09-04,Arizona,0.331,0.333,0.000,0.418,0.246,0.417,,7708
